customer_id,segment,alert_level,financial_health,finshield_score,is_flagged,recommended_actions
C34815,Credit-Reliant,NORMAL,FAIR,461.0,0,Continue Standard Monitoring
C34816,Highly Leveraged,NORMAL,GOOD,709.0,0,Continue Standard Monitoring
C34817,Active Investor,WATCHLIST,POOR,343.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34818,Highly Leveraged,WATCHLIST,POOR,350.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34819,Highly Leveraged,NORMAL,GOOD,699.0,0,Encourage Emergency Savings Buffer
C34820,Active Investor,NORMAL,GOOD,658.0,0,Continue Standard Monitoring
C34821,Highly Leveraged,WATCHLIST,POOR,379.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34822,Strong Saver,NORMAL,GOOD,696.0,0,Continue Standard Monitoring
C34823,Active Investor,NORMAL,GOOD,620.0,0,Continue Standard Monitoring
C34824,Strong Saver,WATCHLIST,POOR,330.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34825,Active Investor,NORMAL,FAIR,490.0,0,Continue Standard Monitoring
C34826,Strong Saver,CREDIT ALERT,CRITICAL,268.0,0,Offer Financial Planning Session
C34827,Highly Leveraged,NORMAL,FAIR,577.0,0,Continue Standard Monitoring
C34828,Highly Leveraged,NORMAL,GOOD,706.0,0,Continue Standard Monitoring
C34829,Active Investor,NORMAL,GOOD,697.0,0,Continue Standard Monitoring
C34830,Active Investor,CREDIT ALERT,CRITICAL,262.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34831,Strong Saver,WATCHLIST,POOR,331.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34832,Active Investor,NORMAL,FAIR,564.0,0,Continue Standard Monitoring
C34833,Standard,NORMAL,FAIR,456.0,0,Continue Standard Monitoring
C34834,Strong Saver,NORMAL,GOOD,685.0,0,Continue Standard Monitoring
C34835,Strong Saver,NORMAL,GOOD,728.0,0,Continue Standard Monitoring
C34836,Highly Leveraged,NORMAL,FAIR,577.0,0,Continue Standard Monitoring
C34837,Strong Saver,NORMAL,GOOD,653.0,0,Continue Standard Monitoring
C34838,Highly Leveraged,NORMAL,GOOD,697.0,0,Encourage Emergency Savings Buffer
C34839,Standard,FRAUD WATCH,GOOD,747.0,1,Manual Fraud Review
C34840,Highly Leveraged,NORMAL,FAIR,564.0,0,Encourage Emergency Savings Buffer
C34841,Strong Saver,WATCHLIST,POOR,446.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34842,Strong Saver,NORMAL,GOOD,712.0,0,Continue Standard Monitoring
C34843,Highly Leveraged,NORMAL,GOOD,686.0,0,Encourage Emergency Savings Buffer
C34844,Strong Saver,NORMAL,GOOD,735.0,0,Continue Standard Monitoring
C34845,Strong Saver,NORMAL,GOOD,684.0,0,Continue Standard Monitoring
C34846,Strong Saver,WATCHLIST,POOR,400.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34847,Active Investor,NORMAL,FAIR,582.0,0,Continue Standard Monitoring
C34848,Standard,WATCHLIST,POOR,375.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34849,Strong Saver,NORMAL,FAIR,587.0,0,Continue Standard Monitoring
C34850,Highly Leveraged,NORMAL,FAIR,452.0,0,Continue Standard Monitoring
C34851,Highly Leveraged,NORMAL,GOOD,687.0,0,Continue Standard Monitoring
C34852,Active Investor,NORMAL,GOOD,655.0,0,Continue Standard Monitoring
C34853,Standard,WATCHLIST,POOR,404.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34854,Active Investor,NORMAL,GOOD,668.0,0,Continue Standard Monitoring
C34855,Strong Saver,NORMAL,GOOD,687.0,0,Continue Standard Monitoring
C34856,Active Investor,CREDIT ALERT,CRITICAL,296.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34857,Active Investor,NORMAL,GOOD,638.0,0,Continue Standard Monitoring
C34858,Strong Saver,NORMAL,EXCELLENT,752.0,0,Continue Standard Monitoring
C34859,Highly Leveraged,WATCHLIST,POOR,316.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34860,Active Investor,NORMAL,FAIR,492.0,0,Encourage Emergency Savings Buffer
C34861,Strong Saver,NORMAL,GOOD,694.0,0,Continue Standard Monitoring
C34862,Strong Saver,NORMAL,FAIR,552.0,0,Continue Standard Monitoring
C34863,Strong Saver,CREDIT ALERT,CRITICAL,295.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34864,Strong Saver,NORMAL,GOOD,666.0,0,Continue Standard Monitoring
C34865,Active Investor,WATCHLIST,POOR,303.0,0,Offer Financial Planning Session
C34866,Credit-Reliant,NORMAL,EXCELLENT,752.0,0,Continue Standard Monitoring
C34867,Strong Saver,WATCHLIST,POOR,376.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34868,Highly Leveraged,NORMAL,GOOD,602.0,0,Continue Standard Monitoring
C34869,Strong Saver,WATCHLIST,POOR,437.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34870,Highly Leveraged,NORMAL,FAIR,562.0,0,Continue Standard Monitoring
C34871,Strong Saver,NORMAL,GOOD,737.0,0,Continue Standard Monitoring
C34872,Strong Saver,NORMAL,EXCELLENT,753.0,0,Continue Standard Monitoring
C34873,Active Investor,WATCHLIST,POOR,364.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34874,Strong Saver,WATCHLIST,POOR,371.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34875,Strong Saver,FRAUD WATCH,FAIR,474.0,1,Manual Fraud Review
C34876,Strong Saver,WATCHLIST,POOR,415.0,0,Offer Financial Planning Session
C34877,Highly Leveraged,WATCHLIST,POOR,425.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34878,Standard,WATCHLIST,POOR,423.0,0,Offer Financial Planning Session
C34879,Strong Saver,NORMAL,FAIR,468.0,0,Continue Standard Monitoring
C34880,Active Investor,CREDIT ALERT,CRITICAL,293.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34881,Strong Saver,WATCHLIST,POOR,363.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34882,Active Investor,NORMAL,FAIR,567.0,0,Continue Standard Monitoring
C34883,Highly Leveraged,WATCHLIST,POOR,423.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34884,Active Investor,NORMAL,GOOD,623.0,0,Continue Standard Monitoring
C34885,Highly Leveraged,NORMAL,GOOD,719.0,0,Continue Standard Monitoring
C34886,Strong Saver,NORMAL,FAIR,516.0,0,Continue Standard Monitoring
C34887,Highly Leveraged,NORMAL,FAIR,560.0,0,Continue Standard Monitoring
C34888,Highly Leveraged,NORMAL,GOOD,727.0,0,Continue Standard Monitoring
C34889,Strong Saver,WATCHLIST,POOR,440.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34890,Strong Saver,NORMAL,GOOD,669.0,0,Continue Standard Monitoring
C34891,Active Investor,NORMAL,FAIR,544.0,0,Continue Standard Monitoring
C34892,Active Investor,WATCHLIST,POOR,417.0,0,Offer Financial Planning Session
C34893,Strong Saver,NORMAL,GOOD,682.0,0,Continue Standard Monitoring
C34894,Strong Saver,NORMAL,GOOD,693.0,0,Continue Standard Monitoring
C34895,Active Investor,NORMAL,FAIR,540.0,0,Continue Standard Monitoring
C34896,Strong Saver,WATCHLIST,POOR,373.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34897,Strong Saver,NORMAL,GOOD,652.0,0,Continue Standard Monitoring
C34898,Standard,WATCHLIST,POOR,433.0,0,Offer Financial Planning Session
C34899,Strong Saver,WATCHLIST,POOR,379.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34900,Strong Saver,WATCHLIST,POOR,418.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34901,Highly Leveraged,WATCHLIST,POOR,373.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C34902,Highly Leveraged,NORMAL,GOOD,675.0,0,Continue Standard Monitoring
C34903,Highly Leveraged,NORMAL,GOOD,630.0,0,Encourage Emergency Savings Buffer
C34904,Active Investor,NORMAL,GOOD,650.0,0,Continue Standard Monitoring
C34905,Active Investor,WATCHLIST,POOR,431.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34906,Highly Leveraged,NORMAL,FAIR,554.0,0,Continue Standard Monitoring
C34907,Highly Leveraged,NORMAL,FAIR,555.0,0,Continue Standard Monitoring
C34908,Highly Leveraged,NORMAL,GOOD,673.0,0,Continue Standard Monitoring
C34909,Standard,CREDIT ALERT,CRITICAL,288.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34910,Active Investor,NORMAL,FAIR,588.0,0,Continue Standard Monitoring
C34911,Active Investor,NORMAL,GOOD,711.0,0,Continue Standard Monitoring
C34912,Strong Saver,NORMAL,GOOD,715.0,0,Continue Standard Monitoring
C34913,Highly Leveraged,WATCHLIST,POOR,414.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34914,Highly Leveraged,WATCHLIST,POOR,414.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34915,Strong Saver,FRAUD WATCH,GOOD,733.0,1,Manual Fraud Review
C34916,Highly Leveraged,NORMAL,FAIR,548.0,0,Continue Standard Monitoring
C34917,Highly Leveraged,NORMAL,GOOD,707.0,0,Continue Standard Monitoring
C34918,Strong Saver,WATCHLIST,POOR,375.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34919,Highly Leveraged,NORMAL,GOOD,697.0,0,Continue Standard Monitoring
C34920,Strong Saver,NORMAL,FAIR,569.0,0,Continue Standard Monitoring
C34921,Strong Saver,CREDIT ALERT,CRITICAL,281.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34922,Active Investor,NORMAL,GOOD,714.0,0,Continue Standard Monitoring
C34923,Highly Leveraged,NORMAL,FAIR,541.0,0,Continue Standard Monitoring
C34924,Highly Leveraged,WATCHLIST,POOR,383.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34925,Strong Saver,NORMAL,GOOD,636.0,0,Continue Standard Monitoring
C34926,Active Investor,NORMAL,GOOD,707.0,0,Continue Standard Monitoring
C34927,Highly Leveraged,NORMAL,GOOD,746.0,0,Continue Standard Monitoring
C34928,Strong Saver,NORMAL,GOOD,688.0,0,Continue Standard Monitoring
C34929,Highly Leveraged,NORMAL,EXCELLENT,778.0,0,Continue Standard Monitoring
C34930,Active Investor,NORMAL,GOOD,618.0,0,Continue Standard Monitoring
C34931,Highly Leveraged,NORMAL,GOOD,662.0,0,Continue Standard Monitoring
C34932,Highly Leveraged,NORMAL,GOOD,696.0,0,Continue Standard Monitoring
C34933,Highly Leveraged,NORMAL,GOOD,631.0,0,Continue Standard Monitoring
C34934,Strong Saver,NORMAL,GOOD,703.0,0,Continue Standard Monitoring
C34935,Strong Saver,WATCHLIST,POOR,402.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34936,Active Investor,WATCHLIST,POOR,412.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34937,Active Investor,NORMAL,GOOD,717.0,0,Continue Standard Monitoring
C34938,Active Investor,NORMAL,FAIR,488.0,0,Continue Standard Monitoring
C34939,Highly Leveraged,WATCHLIST,POOR,381.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C34940,Strong Saver,NORMAL,GOOD,730.0,0,Continue Standard Monitoring
C34941,Highly Leveraged,NORMAL,FAIR,468.0,0,Encourage Emergency Savings Buffer
C34942,Strong Saver,NORMAL,GOOD,636.0,0,Continue Standard Monitoring
C34943,Strong Saver,NORMAL,GOOD,692.0,0,Continue Standard Monitoring
C34944,Highly Leveraged,NORMAL,GOOD,701.0,0,Continue Standard Monitoring
C34945,Active Investor,WATCHLIST,POOR,320.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34946,Active Investor,NORMAL,FAIR,475.0,0,Continue Standard Monitoring
C34947,Highly Leveraged,NORMAL,GOOD,634.0,0,Continue Standard Monitoring
C34948,Active Investor,WATCHLIST,POOR,350.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C34949,Active Investor,NORMAL,FAIR,584.0,0,Continue Standard Monitoring
C34950,Highly Leveraged,NORMAL,GOOD,704.0,0,Continue Standard Monitoring
C34951,Active Investor,CREDIT ALERT,CRITICAL,294.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34952,Highly Leveraged,NORMAL,GOOD,732.0,0,Continue Standard Monitoring
C34953,Active Investor,NORMAL,GOOD,629.0,0,Continue Standard Monitoring
C34954,Highly Leveraged,NORMAL,GOOD,747.0,0,Continue Standard Monitoring
C34955,Highly Leveraged,NORMAL,GOOD,691.0,0,Continue Standard Monitoring
C34956,Strong Saver,WATCHLIST,POOR,427.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34957,Highly Leveraged,WATCHLIST,POOR,431.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34958,Standard,NORMAL,GOOD,729.0,0,Continue Standard Monitoring
C34959,Active Investor,NORMAL,GOOD,600.0,0,Continue Standard Monitoring
C34960,Strong Saver,NORMAL,GOOD,680.0,0,Continue Standard Monitoring
C34961,Highly Leveraged,PRIORITY ALERT,CRITICAL,287.0,1,Reduce Loan Exposure; Offer Financial Planning Session; Manual Fraud Review
C34962,Highly Leveraged,NORMAL,FAIR,468.0,0,Encourage Emergency Savings Buffer
C34963,Strong Saver,NORMAL,GOOD,747.0,0,Continue Standard Monitoring
C34964,Standard,WATCHLIST,POOR,442.0,0,Offer Financial Planning Session; Encourage Emergency Savings Buffer
C34965,Strong Saver,NORMAL,GOOD,690.0,0,Continue Standard Monitoring
C34966,Active Investor,NORMAL,GOOD,614.0,0,Continue Standard Monitoring
C34967,Highly Leveraged,NORMAL,GOOD,663.0,0,Continue Standard Monitoring
C34968,Strong Saver,NORMAL,GOOD,678.0,0,Continue Standard Monitoring
C34969,Active Investor,NORMAL,GOOD,616.0,0,Continue Standard Monitoring
C34970,Strong Saver,NORMAL,FAIR,450.0,0,Continue Standard Monitoring
C34971,Active Investor,WATCHLIST,POOR,401.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34972,Active Investor,NORMAL,FAIR,579.0,0,Continue Standard Monitoring
C34973,Active Investor,NORMAL,GOOD,626.0,0,Continue Standard Monitoring
C34974,Strong Saver,NORMAL,GOOD,705.0,0,Continue Standard Monitoring
C34975,Strong Saver,NORMAL,GOOD,629.0,0,Continue Standard Monitoring
C34976,Strong Saver,NORMAL,FAIR,469.0,0,Continue Standard Monitoring
C34977,Highly Leveraged,NORMAL,GOOD,679.0,0,Continue Standard Monitoring
C34978,Highly Leveraged,WATCHLIST,POOR,344.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34979,Highly Leveraged,NORMAL,GOOD,710.0,0,Continue Standard Monitoring
C34980,Active Investor,WATCHLIST,POOR,331.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34981,Highly Leveraged,NORMAL,GOOD,679.0,0,Continue Standard Monitoring
C34982,Strong Saver,WATCHLIST,POOR,432.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34983,Strong Saver,WATCHLIST,POOR,411.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34984,Highly Leveraged,NORMAL,GOOD,631.0,0,Continue Standard Monitoring
C34985,Strong Saver,NORMAL,GOOD,700.0,0,Continue Standard Monitoring
C34986,Highly Leveraged,NORMAL,FAIR,463.0,0,Continue Standard Monitoring
C34987,Highly Leveraged,NORMAL,GOOD,654.0,0,Continue Standard Monitoring
C34988,Active Investor,WATCHLIST,POOR,407.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34989,Strong Saver,NORMAL,GOOD,695.0,0,Continue Standard Monitoring
C34990,Highly Leveraged,NORMAL,GOOD,685.0,0,Continue Standard Monitoring
C34991,Highly Leveraged,NORMAL,GOOD,644.0,0,Continue Standard Monitoring
C34992,Strong Saver,NORMAL,GOOD,609.0,0,Continue Standard Monitoring
C34993,Strong Saver,WATCHLIST,POOR,381.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C34994,Highly Leveraged,NORMAL,EXCELLENT,752.0,0,Continue Standard Monitoring
C34995,Active Investor,NORMAL,GOOD,699.0,0,Continue Standard Monitoring
C34996,Strong Saver,NORMAL,GOOD,643.0,0,Continue Standard Monitoring
C34997,Strong Saver,NORMAL,GOOD,668.0,0,Continue Standard Monitoring
C34998,Active Investor,NORMAL,FAIR,488.0,0,Continue Standard Monitoring
C34999,Active Investor,NORMAL,GOOD,637.0,0,Encourage Emergency Savings Buffer
C35000,Standard,NORMAL,GOOD,606.0,0,Encourage Emergency Savings Buffer
C35001,Active Investor,NORMAL,GOOD,629.0,0,Continue Standard Monitoring
C35002,Strong Saver,NORMAL,FAIR,535.0,0,Continue Standard Monitoring
C35003,Highly Leveraged,NORMAL,FAIR,548.0,0,Continue Standard Monitoring
C35004,Active Investor,WATCHLIST,POOR,307.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35005,Highly Leveraged,NORMAL,FAIR,500.0,0,Continue Standard Monitoring
C35006,Strong Saver,NORMAL,GOOD,672.0,0,Continue Standard Monitoring
C35007,Strong Saver,NORMAL,GOOD,692.0,0,Continue Standard Monitoring
C35008,Highly Leveraged,WATCHLIST,POOR,379.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35009,Highly Leveraged,NORMAL,GOOD,730.0,0,Continue Standard Monitoring
C35010,Strong Saver,NORMAL,GOOD,626.0,0,Continue Standard Monitoring
C35011,Strong Saver,WATCHLIST,POOR,380.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35012,Standard,WATCHLIST,POOR,409.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35013,Active Investor,NORMAL,GOOD,725.0,0,Continue Standard Monitoring
C35014,Highly Leveraged,NORMAL,FAIR,476.0,0,Continue Standard Monitoring
C35015,Strong Saver,NORMAL,GOOD,635.0,0,Continue Standard Monitoring
C35016,Strong Saver,WATCHLIST,POOR,425.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35017,Strong Saver,NORMAL,GOOD,697.0,0,Continue Standard Monitoring
C35018,Strong Saver,WATCHLIST,POOR,421.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35019,Highly Leveraged,NORMAL,GOOD,716.0,0,Encourage Emergency Savings Buffer
C35020,Strong Saver,NORMAL,FAIR,469.0,0,Continue Standard Monitoring
C35021,Highly Leveraged,NORMAL,GOOD,638.0,0,Continue Standard Monitoring
C35022,Strong Saver,NORMAL,GOOD,722.0,0,Continue Standard Monitoring
C35023,Highly Leveraged,NORMAL,GOOD,655.0,0,Continue Standard Monitoring
C35024,Highly Leveraged,WATCHLIST,POOR,418.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35025,Strong Saver,NORMAL,FAIR,562.0,0,Continue Standard Monitoring
C35026,Strong Saver,NORMAL,GOOD,748.0,0,Continue Standard Monitoring
C35027,Active Investor,WATCHLIST,POOR,341.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C35028,Highly Leveraged,FRAUD WATCH,GOOD,738.0,1,Manual Fraud Review; Encourage Emergency Savings Buffer
C35029,Active Investor,NORMAL,FAIR,575.0,0,Continue Standard Monitoring
C35030,Active Investor,NORMAL,FAIR,525.0,0,Continue Standard Monitoring
C35031,Strong Saver,NORMAL,EXCELLENT,757.0,0,Continue Standard Monitoring
C35032,Strong Saver,WATCHLIST,POOR,366.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35033,Standard,WATCHLIST,POOR,428.0,0,Offer Financial Planning Session; Encourage Emergency Savings Buffer
C35034,Active Investor,WATCHLIST,POOR,334.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35035,Active Investor,WATCHLIST,POOR,412.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35036,Highly Leveraged,NORMAL,FAIR,485.0,0,Continue Standard Monitoring
C35037,Highly Leveraged,NORMAL,GOOD,673.0,0,Continue Standard Monitoring
C35038,Highly Leveraged,NORMAL,FAIR,566.0,0,Encourage Emergency Savings Buffer
C35039,Strong Saver,WATCHLIST,POOR,424.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35040,Strong Saver,NORMAL,EXCELLENT,750.0,0,Continue Standard Monitoring
C35041,Active Investor,NORMAL,GOOD,622.0,0,Continue Standard Monitoring
C35042,Active Investor,NORMAL,FAIR,495.0,0,Encourage Emergency Savings Buffer
C35043,Highly Leveraged,NORMAL,GOOD,712.0,0,Continue Standard Monitoring
C35044,Strong Saver,NORMAL,GOOD,734.0,0,Continue Standard Monitoring
C35045,Strong Saver,WATCHLIST,POOR,393.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35046,Active Investor,NORMAL,FAIR,586.0,0,Continue Standard Monitoring
C35047,Strong Saver,NORMAL,FAIR,566.0,0,Continue Standard Monitoring
C35048,Highly Leveraged,WATCHLIST,POOR,363.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35049,Strong Saver,NORMAL,GOOD,748.0,0,Continue Standard Monitoring
C35050,Strong Saver,NORMAL,GOOD,704.0,0,Continue Standard Monitoring
C35051,Strong Saver,NORMAL,FAIR,560.0,0,Continue Standard Monitoring
C35052,Highly Leveraged,NORMAL,GOOD,685.0,0,Continue Standard Monitoring
C35053,Strong Saver,WATCHLIST,POOR,349.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35054,Strong Saver,WATCHLIST,POOR,393.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35055,Active Investor,NORMAL,GOOD,645.0,0,Continue Standard Monitoring
C35056,Strong Saver,WATCHLIST,POOR,335.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35057,Strong Saver,NORMAL,GOOD,660.0,0,Continue Standard Monitoring
C35058,Highly Leveraged,NORMAL,GOOD,724.0,0,Encourage Emergency Savings Buffer
C35059,Highly Leveraged,NORMAL,FAIR,462.0,0,Continue Standard Monitoring
C35060,Strong Saver,NORMAL,FAIR,556.0,0,Continue Standard Monitoring
C35061,Highly Leveraged,NORMAL,GOOD,676.0,0,Continue Standard Monitoring
C35062,Active Investor,NORMAL,GOOD,710.0,0,Continue Standard Monitoring
C35063,Highly Leveraged,WATCHLIST,POOR,379.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35064,Active Investor,NORMAL,FAIR,537.0,0,Continue Standard Monitoring
C35065,Strong Saver,WATCHLIST,POOR,375.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35066,Strong Saver,WATCHLIST,POOR,442.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35067,Active Investor,WATCHLIST,POOR,392.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35068,Active Investor,NORMAL,GOOD,632.0,0,Continue Standard Monitoring
C35069,Strong Saver,WATCHLIST,POOR,445.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35070,Strong Saver,NORMAL,GOOD,682.0,0,Continue Standard Monitoring
C35071,Strong Saver,NORMAL,GOOD,643.0,0,Continue Standard Monitoring
C35072,Active Investor,NORMAL,GOOD,714.0,0,Continue Standard Monitoring
C35073,Strong Saver,NORMAL,GOOD,699.0,0,Continue Standard Monitoring
C35074,Highly Leveraged,WATCHLIST,POOR,353.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35075,Highly Leveraged,FRAUD WATCH,GOOD,611.0,1,Manual Fraud Review
C35076,Active Investor,NORMAL,GOOD,701.0,0,Continue Standard Monitoring
C35077,Active Investor,NORMAL,GOOD,632.0,0,Continue Standard Monitoring
C35078,Highly Leveraged,NORMAL,FAIR,472.0,0,Continue Standard Monitoring
C35079,Active Investor,NORMAL,FAIR,579.0,0,Continue Standard Monitoring
C35080,Highly Leveraged,NORMAL,GOOD,743.0,0,Encourage Emergency Savings Buffer
C35081,Highly Leveraged,NORMAL,GOOD,687.0,0,Continue Standard Monitoring
C35082,Strong Saver,NORMAL,GOOD,648.0,0,Continue Standard Monitoring
C35083,Strong Saver,NORMAL,GOOD,700.0,0,Continue Standard Monitoring
C35084,Active Investor,WATCHLIST,POOR,371.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35085,Highly Leveraged,NORMAL,GOOD,657.0,0,Continue Standard Monitoring
C35086,Highly Leveraged,WATCHLIST,POOR,444.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35087,Standard,WATCHLIST,POOR,445.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35088,Strong Saver,NORMAL,GOOD,708.0,0,Continue Standard Monitoring
C35089,Strong Saver,NORMAL,GOOD,745.0,0,Continue Standard Monitoring
C35090,Strong Saver,WATCHLIST,POOR,379.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35091,Highly Leveraged,NORMAL,GOOD,634.0,0,Continue Standard Monitoring
C35092,Strong Saver,NORMAL,GOOD,672.0,0,Continue Standard Monitoring
C35093,Strong Saver,WATCHLIST,POOR,367.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35094,Active Investor,FRAUD WATCH,GOOD,693.0,1,Manual Fraud Review
C35095,Highly Leveraged,WATCHLIST,POOR,436.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C35096,Strong Saver,NORMAL,GOOD,749.0,0,Continue Standard Monitoring
C35097,Strong Saver,WATCHLIST,POOR,417.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35098,Strong Saver,WATCHLIST,POOR,429.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35099,Highly Leveraged,NORMAL,FAIR,569.0,0,Encourage Emergency Savings Buffer
C35100,Active Investor,WATCHLIST,POOR,384.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35101,Strong Saver,NORMAL,GOOD,653.0,0,Continue Standard Monitoring
C35102,Highly Leveraged,NORMAL,GOOD,685.0,0,Continue Standard Monitoring
C35103,Active Investor,PRIORITY ALERT,POOR,429.0,1,Reduce Loan Exposure; Offer Financial Planning Session; Manual Fraud Review
C35104,Active Investor,WATCHLIST,POOR,380.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C35105,Highly Leveraged,NORMAL,FAIR,457.0,0,Encourage Emergency Savings Buffer
C35106,Strong Saver,NORMAL,GOOD,665.0,0,Continue Standard Monitoring
C35107,Strong Saver,NORMAL,GOOD,749.0,0,Continue Standard Monitoring
C35108,Highly Leveraged,WATCHLIST,POOR,444.0,0,Reduce Loan Exposure; Offer Financial Planning Session; Encourage Emergency Savings Buffer
C35109,Active Investor,WATCHLIST,POOR,430.0,0,Offer Financial Planning Session
C35110,Highly Leveraged,WATCHLIST,POOR,446.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35111,Active Investor,WATCHLIST,POOR,443.0,0,Offer Financial Planning Session
C35112,Strong Saver,NORMAL,GOOD,607.0,0,Continue Standard Monitoring
C35113,Active Investor,NORMAL,GOOD,606.0,0,Continue Standard Monitoring
C35114,Strong Saver,WATCHLIST,POOR,373.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35115,Strong Saver,WATCHLIST,POOR,344.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35116,Active Investor,NORMAL,FAIR,543.0,0,Continue Standard Monitoring
C35117,Highly Leveraged,NORMAL,GOOD,706.0,0,Continue Standard Monitoring
C35118,Credit-Reliant,WATCHLIST,POOR,424.0,0,Offer Financial Planning Session
C35119,Standard,NORMAL,GOOD,627.0,0,Encourage Emergency Savings Buffer
C35120,Active Investor,WATCHLIST,POOR,399.0,0,Reduce Loan Exposure; Offer Financial Planning Session
C35121,Standard,NORMAL,GOOD,689.0,0,Encourage Emergency Savings Buffer
C35122,Highly Leveraged,NORMAL,GOOD,651.0,0,Continue Standard Monitoring
C35123,Active Investor,WATCHLIST,POOR,334.0,0,Reduce Loan Exposure; Offer Financial Planning Session
